,year,bb_date,rank,song,artist,binary,language,total_words,non_e_words,streams,position,spins,radio_rank
1115,2020,2020-03-28,16,heartless,the weeknd,0.0,english,378.0,0.0,4205624.0,107.0,896.0,110.0
1116,2020,2020-03-28,17,the bones,maren morris,0.0,english,319.0,0.0,,,4372.0,12.0
1117,2020,2020-03-28,18,my oh my,camila cabello,0.0,english,443.0,0.0,3207292.0,59.0,5256.0,9.0
1118,2020,2020-03-28,19,bean kobe,lil uzi vert,0.0,english,558.0,8.0,6500099.0,8.0,,
1119,2020,2020-03-28,20,suicidal,ynw melly,0.0,english,442.0,0.0,8799315.0,21.0,,
1120,2020,2020-03-28,21,ballin,dj mustard,0.0,english,577.0,5.0,4160182.0,30.0,3680.0,19.0
1121,2020,2020-03-28,22,10000 hours,dan and shay,0.0,english,319.0,0.0,3019334.0,65.0,2947.0,25.0
1122,2020,2020-03-28,23,godzilla,eminem,0.0,english,952.0,1.0,5759567.0,15.0,335.0,301.0
1123,2020,2020-03-28,24,bop,dababy,0.0,english,708.0,0.0,3834629.0,37.0,3402.0,20.0
1124,2020,2020-03-28,25,stupid love,lady gaga,0.0,english,335.0,0.0,2895386.0,73.0,3266.0,22.0
1125,2020,2020-03-28,26,yessirskiii,lil uzi vert,0.0,english,755.0,4.0,5873067.0,14.0,,
1126,2020,2020-03-28,27,baby pluto,lil uzi vert,0.0,english,895.0,0.0,6332498.0,10.0,,
1127,2020,2020-03-28,28,woah,lil baby,0.0,english,664.0,1.0,3666787.0,44.0,2050.0,50.0
1128,2020,2020-03-28,29,falling,trevor daniel,0.0,english,328.0,0.0,7400144.0,20.0,1875.0,56.0
1129,2020,2020-03-28,30,ritmo bad boys for life,black eyed peas,0.0,english,600.0,281.0,,,,
1130,2020,2020-03-28,31,lose you to love me,selena gomez,0.0,english,359.0,0.0,1750535.0,169.0,3636.0,16.0
1131,2020,2020-03-28,32,no guidance,chris brown,0.0,english,612.0,0.0,1920533.0,146.0,2337.0,39.0
1132,2020,2020-03-28,33,high fashion,roddy ricch,0.0,english,629.0,4.0,5896272.0,13.0,984.0,99.0
1133,2020,2020-03-28,34,you should be sad,halsey,0.0,english,391.0,0.0,2950091.0,71.0,2628.0,33.0
1134,2020,2020-03-28,35,homesick,kane brown,0.0,english,274.0,0.0,,,2919.0,27.0
1135,2020,2020-03-28,36,i hope,gabby barrett,0.0,english,471.0,0.0,1622077.0,192.0,2276.0,41.0
1136,2020,2020-03-28,37,p2,lil uzi vert,0.0,english,609.0,0.0,7366169.0,5.0,,
1137,2020,2020-03-28,38,blueberry faygo,lil mosey,0.0,english,549.0,0.0,8043475.0,3.0,281.0,366.0
1138,2020,2020-03-28,39,homemade,jake owen,0.0,english,281.0,0.0,,,3056.0,23.0
1139,2020,2020-03-28,40,heart on ice,rod wave,0.0,english,262.0,0.0,2024687.0,131.0,2109.0,59.0
1140,2020,2020-03-28,41,that way,lil uzi vert,0.0,english,524.0,0.0,7137420.0,6.0,,
1141,2020,2020-03-28,42,lo mein,lil uzi vert,0.0,english,785.0,0.0,5467659.0,19.0,,
1142,2020,2020-03-28,43,i love me,demi lovato,0.0,english,472.0,0.0,2879605.0,74.0,2171.0,44.0
1143,2020,2020-03-28,44,good as hell,lizzo,0.0,english,371.0,0.0,,,2913.0,28.0
1144,2020,2020-03-28,45,lotus,lil uzi vert,0.0,english,606.0,0.0,4250998.0,29.0,,
1145,2020,2020-03-28,46,best on earth,russ,0.0,english,485.0,0.0,,,3491.0,18.0
1146,2020,2020-03-28,47,slide,her,0.0,english,560.0,6.0,,,2877.0,29.0
1147,2020,2020-03-28,48,whats poppin,jack harlow,0.0,english,529.0,2.0,6492241.0,9.0,247.0,415.0
1148,2020,2020-03-28,49,what she wants tonight,luke bryan,0.0,english,377.0,0.0,,,2589.0,34.0
1149,2020,2020-03-28,50,dior,pop smoke,0.0,english,472.0,0.0,1767509.0,168.0,629.0,162.0
1150,2020,2020-03-28,51,sum 2 prove,lil baby,0.0,english,901.0,1.0,2671603.0,83.0,1157.0,129.0
1151,2020,2020-03-28,52,silly watch,lil uzi vert,0.0,english,895.0,3.0,4774101.0,23.0,,
1152,2020,2020-03-28,53,nobody but you,blake shelton,0.0,english,352.0,0.0,,,2063.0,48.0
1153,2020,2020-03-28,54,wassup,lil uzi vert,0.0,english,649.0,2.0,3879025.0,35.0,,
1154,2020,2020-03-28,55,oprahs bank account,lil yachty,0.0,english,711.0,0.0,4159363.0,31.0,293.0,344.0
1155,2020,2020-03-28,56,more hearts than mine,ingrid andress,0.0,english,305.0,0.0,,,2150.0,46.0
1156,2020,2020-03-28,57,bs,jhene aiko,0.0,english,469.0,0.0,3050874.0,61.0,,
1157,2020,2020-03-28,58,chasin you,morgan wallen,0.0,english,325.0,0.0,1662629.0,186.0,1874.0,57.0
1158,2020,2020-03-28,59,slow dance in a parking lot,jordan davis,0.0,english,277.0,0.0,,,,
1159,2020,2020-03-28,60,strawberry peels,lil uzi vert,0.0,english,466.0,0.0,4007781.0,33.0,,
1160,2020,2020-03-28,61,pussy fairy,jhene aiko,0.0,english,351.0,0.0,,,,
1161,2020,2020-03-28,62,moon relate,lil uzi vert,0.0,english,593.0,0.0,3881614.0,34.0,,
1162,2020,2020-03-28,63,what a man gotta do,jonas brothers,0.0,english,401.0,0.0,1984392.0,137.0,1331.0,77.0
1163,2020,2020-03-28,64,tusa,karol g,1.0,spanish,431.0,312.0,2385525.0,98.0,300.0,338.0
1164,2020,2020-03-28,65,catch,brett young,0.0,english,365.0,0.0,,,2347.0,38.0
1165,2020,2020-03-28,66,i can show you,lil uzi vert,0.0,english,393.0,1.0,3530421.0,51.0,,
1166,2020,2020-03-28,67,we back,jason aldean,0.0,english,388.0,0.0,,,2407.0,36.0
1167,2020,2020-03-28,68,trap this way this way,lil uzi vert,0.0,english,659.0,5.0,3694895.0,41.0,,
1168,2020,2020-03-28,69,i wish grandpas never died,riley green,0.0,english,336.0,0.0,,,1489.0,74.0
1169,2020,2020-03-28,70,si veo a tu mama,bad bunny,1.0,spanish,309.0,309.0,3616760.0,48.0,,
1170,2020,2020-03-28,71,death bed,powfu,0.0,english,457.0,0.0,4707777.0,25.0,,
1171,2020,2020-03-28,72,leaders,lil uzi vert,0.0,english,742.0,3.0,3766743.0,39.0,,
1172,2020,2020-03-28,73,heatin up,lil baby,0.0,english,720.0,6.0,2781114.0,78.0,,
1173,2020,2020-03-28,74,sunday best,surfaces,0.0,english,236.0,0.0,4988328.0,22.0,543.0,186.0
1174,2020,2020-03-28,75,grace,lil baby,0.0,english,815.0,0.0,,,,
1175,2020,2020-03-28,76,no auto,lil uzi vert,0.0,english,413.0,0.0,3148154.0,60.0,,
1176,2020,2020-03-28,77,the other side,sza,0.0,english,364.0,0.0,,,2548.0,35.0
1177,2020,2020-03-28,78,yummy,justin bieber,0.0,english,445.0,2.0,2406390.0,96.0,311.0,323.0
1178,2020,2020-03-28,79,bitch,megan thee stallion,0.0,english,700.0,0.0,,,1610.0,70.0
1179,2020,2020-03-28,80,la dificil,bad bunny,1.0,spanish,311.0,311.0,4027522.0,32.0,,
1180,2020,2020-03-28,81,i hope youre happy now,carly pearce,0.0,english,224.0,0.0,,,1662.0,69.0
1181,2020,2020-03-28,82,homecoming,lil uzi vert,0.0,english,917.0,3.0,3785981.0,38.0,,
1182,2020,2020-03-28,83,come this way,lil uzi vert,0.0,english,525.0,0.0,3384118.0,55.0,,
1183,2020,2020-03-28,84,to die for,sam smith,0.0,english,288.0,0.0,2038174.0,129.0,1386.0,76.0
1184,2020,2020-03-28,85,emotionally scarred,lil baby,0.0,english,735.0,0.0,,,,
1185,2020,2020-03-28,86,does to me,luke combs,0.0,english,384.0,0.0,,,1707.0,66.0
1186,2020,2020-03-28,87,got the guap,lil uzi vert,0.0,english,845.0,19.0,3518911.0,52.0,,
1187,2020,2020-03-28,88,supalonely,benee,0.0,english,391.0,0.0,4754538.0,24.0,,
1188,2020,2020-03-28,89,money spread,lil uzi vert,0.0,english,955.0,0.0,3026084.0,63.0,,
1189,2020,2020-03-28,90,cardigan,taylor swift,0.0,english,399.0,0.0,3671995.0,43.0,,
1190,2020,2020-03-28,91,beer cant fix,thomas rhett,0.0,english,336.0,0.0,,,1945.0,52.0
1191,2020,2020-03-28,92,vete,bad bunny,1.0,spanish,376.0,376.0,2658462.0,85.0,,
1192,2020,2020-03-28,93,know your worth,khalid,0.0,english,292.0,0.0,2134025.0,123.0,2332.0,40.0
1193,2020,2020-03-28,94,futsal shuffle 2020,lil uzi vert,0.0,english,762.0,2.0,4374550.0,28.0,,
1194,2020,2020-03-28,95,prices,lil uzi vert,0.0,english,811.0,2.0,3514966.0,53.0,,
1195,2020,2020-03-28,96,go stupid,polo g,0.0,english,770.0,3.0,3845425.0,36.0,,
1196,2020,2020-03-28,97,before you go,lewis capaldi,0.0,english,323.0,0.0,2241170.0,108.0,1154.0,90.0
1197,2020,2020-03-28,98,savage,megan thee stallion,0.0,english,410.0,0.0,1925330.0,145.0,,
1198,2020,2020-03-28,99,come thru,summer walker,0.0,english,422.0,0.0,,,2196.0,43.0
1199,2020,2020-03-28,100,make no sense,youngboy never broke again,0.0,english,506.0,0.0,2175705.0,117.0,1188.0,87.0
1200,2020,2020-04-04,1,blinding lights,the weeknd,0.0,english,259.0,0.0,13245312.0,1.0,6875.0,4.0
1201,2020,2020-04-04,2,the box,roddy ricch,0.0,english,540.0,3.0,11358240.0,2.0,6228.0,7.0
1202,2020,2020-04-04,3,dont start now,dua lipa,0.0,english,278.0,0.0,5441361.0,18.0,8595.0,1.0
1203,2020,2020-04-04,4,heartless,the weeknd,0.0,english,378.0,0.0,9149998.0,6.0,809.0,124.0
1204,2020,2020-04-04,5,circles,post malone,0.0,english,314.0,0.0,5037726.0,26.0,7644.0,2.0
1205,2020,2020-04-04,6,life is good,future,0.0,english,785.0,0.0,7054534.0,25.0,6705.0,11.0
1206,2020,2020-04-04,7,adore you,harry styles,0.0,english,303.0,0.0,4514955.0,33.0,6459.0,6.0
1207,2020,2020-04-04,8,intentions,justin bieber,0.0,english,470.0,0.0,5606761.0,17.0,4149.0,14.0
1208,2020,2020-04-04,9,say so,doja cat,0.0,english,460.0,0.0,6343184.0,12.0,4879.0,10.0
1209,2020,2020-04-04,10,roxanne,arizona zervas,0.0,english,355.0,0.0,5261711.0,20.0,8287.0,8.0
1210,2020,2020-04-04,11,someone you loved,lewis capaldi,0.0,english,323.0,0.0,3445115.0,44.0,4098.0,15.0
1211,2020,2020-04-04,12,everything i wanted,billie eilish,0.0,english,305.0,0.0,3335802.0,47.0,6528.0,5.0
1212,2020,2020-04-04,13,hot girl bummer,blackbear,0.0,english,513.0,0.0,3398099.0,45.0,9934.0,3.0
1213,2020,2020-04-04,14,memories,maroon 5,0.0,english,442.0,0.0,2327256.0,82.0,4594.0,12.0
1214,2020,2020-04-04,15,dance monkey,tones and i,0.0,english,434.0,0.0,4405854.0,36.0,2929.0,22.0
1215,2020,2020-04-04,16,in your eyes,the weeknd,0.0,english,325.0,0.0,9191899.0,3.0,445.0,231.0
1216,2020,2020-04-04,17,the bones,maren morris,0.0,english,319.0,0.0,,,4465.0,13.0
1217,2020,2020-04-04,18,my oh my,camila cabello,0.0,english,443.0,0.0,2824883.0,56.0,5752.0,9.0
1218,2020,2020-04-04,19,10000 hours,dan and shay,0.0,english,319.0,0.0,2723554.0,63.0,2693.0,29.0
1219,2020,2020-04-04,20,savage,megan thee stallion,0.0,english,410.0,0.0,4635373.0,31.0,,
1220,2020,2020-04-04,21,alone again,the weeknd,0.0,english,225.0,0.0,7175842.0,7.0,,
1221,2020,2020-04-04,22,after hours,the weeknd,0.0,english,436.0,0.0,7937050.0,4.0,,
1222,2020,2020-04-04,23,ballin,dj mustard,0.0,english,577.0,5.0,3719258.0,40.0,3236.0,19.0
1223,2020,2020-04-04,24,scared to live,the weeknd,0.0,english,285.0,0.0,7158441.0,8.0,,
1224,2020,2020-04-04,25,hardest to love,the weeknd,0.0,english,294.0,0.0,7076826.0,9.0,,
1225,2020,2020-04-04,26,ritmo bad boys for life,black eyed peas,0.0,english,600.0,281.0,,,,
1226,2020,2020-04-04,27,stupid love,lady gaga,0.0,english,335.0,0.0,2328254.0,81.0,3323.0,17.0
1227,2020,2020-04-04,28,too late,the weeknd,0.0,english,291.0,0.0,6854135.0,10.0,,
1228,2020,2020-04-04,29,falling,trevor daniel,0.0,english,328.0,0.0,6930951.0,28.0,1915.0,51.0
1229,2020,2020-04-04,30,i hope,gabby barrett,0.0,english,471.0,0.0,1601512.0,171.0,2486.0,33.0
1230,2020,2020-04-04,31,bop,dababy,0.0,english,708.0,0.0,3330889.0,48.0,2987.0,21.0
1231,2020,2020-04-04,32,snowchild,the weeknd,0.0,english,414.0,0.0,6250567.0,13.0,,
1232,2020,2020-04-04,33,you should be sad,halsey,0.0,english,391.0,0.0,2639238.0,69.0,2746.0,27.0
1233,2020,2020-04-04,34,no guidance,chris brown,0.0,english,612.0,0.0,1828256.0,136.0,2380.0,39.0
1234,2020,2020-04-04,35,suicidal,ynw melly,0.0,english,442.0,0.0,7573964.0,34.0,,
1235,2020,2020-04-04,36,high fashion,roddy ricch,0.0,english,629.0,4.0,5302340.0,19.0,1181.0,86.0
1236,2020,2020-04-04,37,blueberry faygo,lil mosey,0.0,english,549.0,0.0,7896554.0,5.0,361.0,274.0
1237,2020,2020-04-04,38,godzilla,eminem,0.0,english,952.0,1.0,4876918.0,30.0,378.0,264.0
1238,2020,2020-04-04,39,escape from la,the weeknd,0.0,english,522.0,0.0,6108945.0,14.0,,
1239,2020,2020-04-04,40,homesick,kane brown,0.0,english,274.0,0.0,,,2414.0,36.0
1240,2020,2020-04-04,41,save your tears,the weeknd,0.0,english,267.0,0.0,6503568.0,11.0,,
1241,2020,2020-04-04,42,woah,lil baby,0.0,english,664.0,1.0,3075816.0,52.0,1736.0,59.0
1242,2020,2020-04-04,43,heart on ice,rod wave,0.0,english,262.0,0.0,2392998.0,80.0,2427.0,47.0
1243,2020,2020-04-04,44,nobody but you,blake shelton,0.0,english,352.0,0.0,,,2274.0,42.0
1244,2020,2020-04-04,45,faith,the weeknd,0.0,english,438.0,0.0,6071750.0,15.0,,
1245,2020,2020-04-04,46,what she wants tonight,luke bryan,0.0,english,377.0,0.0,,,2797.0,25.0
1246,2020,2020-04-04,47,lose you to love me,selena gomez,0.0,english,359.0,0.0,1606493.0,170.0,3067.0,20.0
1247,2020,2020-04-04,48,i love me,demi lovato,0.0,english,472.0,0.0,2181105.0,96.0,2422.0,35.0
1248,2020,2020-04-04,49,slow dance in a parking lot,jordan davis,0.0,english,277.0,0.0,,,,
1249,2020,2020-04-04,50,homemade,jake owen,0.0,english,281.0,0.0,,,2766.0,26.0
1250,2020,2020-04-04,51,slide,her,0.0,english,560.0,6.0,,,2844.0,23.0
1251,2020,2020-04-04,52,best on earth,russ,0.0,english,485.0,0.0,,,3275.0,18.0
1252,2020,2020-04-04,53,chasin you,morgan wallen,0.0,english,325.0,0.0,1626922.0,165.0,1989.0,50.0
1253,2020,2020-04-04,54,myron,lil uzi vert,0.0,english,790.0,0.0,4882693.0,29.0,,
1254,2020,2020-04-04,55,roses,saint jhn,0.0,english,346.0,0.0,5130742.0,24.0,284.0,355.0
1255,2020,2020-04-04,56,more hearts than mine,ingrid andress,0.0,english,305.0,0.0,,,2131.0,45.0
1256,2020,2020-04-04,57,whats poppin,jack harlow,0.0,english,529.0,2.0,5956805.0,16.0,328.0,311.0
1257,2020,2020-04-04,58,dior,pop smoke,0.0,english,472.0,0.0,3215395.0,152.0,669.0,159.0
1258,2020,2020-04-04,59,death bed,powfu,0.0,english,457.0,0.0,5167046.0,23.0,338.0,295.0
1259,2020,2020-04-04,60,sum 2 prove,lil baby,0.0,english,901.0,1.0,2579529.0,72.0,1431.0,102.0
1260,2020,2020-04-04,61,catch,brett young,0.0,english,365.0,0.0,,,2381.0,38.0
1261,2020,2020-04-04,62,sunday best,surfaces,0.0,english,236.0,0.0,5013189.0,27.0,751.0,138.0
1262,2020,2020-04-04,63,does to me,luke combs,0.0,english,384.0,0.0,,,1825.0,56.0
1263,2020,2020-04-04,64,i hope youre happy now,carly pearce,0.0,english,224.0,0.0,,,1676.0,62.0
1264,2020,2020-04-04,65,homecoming queen,kelsea ballerini,0.0,english,245.0,0.0,,,1403.0,72.0
1265,2020,2020-04-04,66,tusa,karol g,1.0,spanish,431.0,312.0,2066878.0,109.0,247.0,420.0
1266,2020,2020-04-04,67,pussy fairy,jhene aiko,0.0,english,351.0,0.0,,,,
1267,2020,2020-04-04,68,beer cant fix,thomas rhett,0.0,english,336.0,0.0,,,2038.0,49.0
1268,2020,2020-04-04,69,repeat after me,the weeknd,0.0,english,199.0,0.0,4382691.0,37.0,,
1269,2020,2020-04-04,70,p2,lil uzi vert,0.0,english,609.0,0.0,5195434.0,22.0,,
1270,2020,2020-04-04,71,supalonely,benee,0.0,english,391.0,0.0,4598194.0,32.0,388.0,259.0
1271,2020,2020-04-04,72,what a man gotta do,jonas brothers,0.0,english,401.0,0.0,1867430.0,130.0,979.0,97.0
1272,2020,2020-04-04,73,that way,lil uzi vert,0.0,english,524.0,0.0,5222590.0,21.0,,
1273,2020,2020-04-04,74,baby pluto,lil uzi vert,0.0,english,895.0,0.0,3655623.0,42.0,,
1274,2020,2020-04-04,75,oprahs bank account,lil yachty,0.0,english,711.0,0.0,3881063.0,39.0,515.0,200.0
1275,2020,2020-04-04,76,bs,jhene aiko,0.0,english,469.0,0.0,2509565.0,74.0,,
1276,2020,2020-04-04,77,before you go,lewis capaldi,0.0,english,323.0,0.0,2139575.0,101.0,1329.0,76.0
1277,2020,2020-04-04,78,out west,jackboys,0.0,english,492.0,0.0,2772322.0,59.0,633.0,168.0
1278,2020,2020-04-04,79,the other side,sza,0.0,english,364.0,0.0,,,2580.0,32.0
1279,2020,2020-04-04,80,until i bleed out,the weeknd,0.0,english,151.0,0.0,3942749.0,38.0,,
1280,2020,2020-04-04,81,bitch,megan thee stallion,0.0,english,700.0,0.0,,,1514.0,70.0
1281,2020,2020-04-04,82,know your worth,khalid,0.0,english,292.0,0.0,2046846.0,113.0,2301.0,41.0
1282,2020,2020-04-04,83,yummy,justin bieber,0.0,english,445.0,2.0,2136480.0,102.0,273.0,367.0
1283,2020,2020-04-04,84,to die for,sam smith,0.0,english,288.0,0.0,1773940.0,141.0,1388.0,73.0
1284,2020,2020-04-04,85,grace,lil baby,0.0,english,815.0,0.0,,,,
1285,2020,2020-04-04,86,bean kobe,lil uzi vert,0.0,english,558.0,8.0,2753504.0,60.0,,
1286,2020,2020-04-04,87,lo mein,lil uzi vert,0.0,english,785.0,0.0,3703276.0,41.0,,
1287,2020,2020-04-04,88,come thru,summer walker,0.0,english,422.0,0.0,,,2179.0,44.0
1288,2020,2020-04-04,89,emotionally scarred,lil baby,0.0,english,735.0,0.0,,,,
1289,2020,2020-04-04,90,heartless,diplo,0.0,english,386.0,0.0,9149998.0,6.0,809.0,124.0
1290,2020,2020-04-04,91,heatin up,lil baby,0.0,english,720.0,6.0,2292867.0,84.0,,
1291,2020,2020-04-04,92,si veo a tu mama,bad bunny,1.0,spanish,309.0,309.0,2717044.0,64.0,,
1292,2020,2020-04-04,93,yessirskiii,lil uzi vert,0.0,english,755.0,4.0,2605364.0,71.0,,
1293,2020,2020-04-04,94,walk em down,nle choppa,0.0,english,563.0,1.0,4429398.0,35.0,,
1294,2020,2020-04-04,95,the other girl,kelsea ballerini,0.0,english,389.0,0.0,1932934.0,122.0,,
1295,2020,2020-04-04,96,make no sense,youngboy never broke again,0.0,english,506.0,0.0,1971134.0,121.0,1187.0,85.0
1296,2020,2020-04-04,97,into the unknown,idina menzel,0.0,english,303.0,0.0,1719207.0,146.0,,
1297,2020,2020-04-04,98,go stupid,polo g,0.0,english,770.0,3.0,3532368.0,43.0,,
1298,2020,2020-04-04,99,vete,bad bunny,1.0,spanish,376.0,376.0,2011723.0,117.0,,
1299,2020,2020-04-04,100,la dificil,bad bunny,1.0,spanish,311.0,311.0,2941222.0,55.0,,
1300,2020,2020-04-11,1,blinding lights,the weeknd,0.0,english,259.0,0.0,10808299.0,1.0,7578.0,2.0
1301,2020,2020-04-11,2,the box,roddy ricch,0.0,english,540.0,3.0,10548673.0,2.0,6470.0,6.0
1302,2020,2020-04-11,3,dont start now,dua lipa,0.0,english,278.0,0.0,7458752.0,5.0,7850.0,1.0
1303,2020,2020-04-11,4,circles,post malone,0.0,english,314.0,0.0,4933126.0,18.0,6652.0,4.0
1304,2020,2020-04-11,5,life is good,future,0.0,english,785.0,0.0,6475206.0,21.0,6249.0,14.0
1305,2020,2020-04-11,6,adore you,harry styles,0.0,english,303.0,0.0,4403116.0,25.0,6776.0,3.0
1306,2020,2020-04-11,7,say so,doja cat,0.0,english,460.0,0.0,6289374.0,6.0,5444.0,9.0
1307,2020,2020-04-11,8,intentions,justin bieber,0.0,english,470.0,0.0,5686330.0,10.0,4480.0,11.0
1308,2020,2020-04-11,9,everything i wanted,billie eilish,0.0,english,305.0,0.0,3273961.0,40.0,6502.0,5.0
1309,2020,2020-04-11,10,someone you loved,lewis capaldi,0.0,english,323.0,0.0,3408558.0,35.0,3739.0,15.0
1310,2020,2020-04-11,11,roxanne,arizona zervas,0.0,english,355.0,0.0,4996137.0,16.0,6717.0,12.0
1311,2020,2020-04-11,12,heartless,the weeknd,0.0,english,378.0,0.0,5684407.0,31.0,666.0,154.0
1312,2020,2020-04-11,13,memories,maroon 5,0.0,english,442.0,0.0,2277884.0,83.0,4134.0,13.0
1313,2020,2020-04-11,14,the bones,maren morris,0.0,english,319.0,0.0,,,4811.0,10.0
1314,2020,2020-04-11,15,my oh my,camila cabello,0.0,english,443.0,0.0,2629360.0,58.0,5784.0,8.0
1315,2020,2020-04-11,16,hot girl bummer,blackbear,0.0,english,513.0,0.0,3400514.0,36.0,8889.0,7.0
1316,2020,2020-04-11,17,turks,nav,0.0,english,660.0,0.0,8502704.0,4.0,,
1317,2020,2020-04-11,18,savage,megan thee stallion,0.0,english,410.0,0.0,5816607.0,9.0,490.0,210.0
1318,2020,2020-04-11,19,blueberry faygo,lil mosey,0.0,english,549.0,0.0,9374246.0,3.0,560.0,185.0
1319,2020,2020-04-11,20,dance monkey,tones and i,0.0,english,434.0,0.0,4252782.0,26.0,2412.0,32.0
1320,2020,2020-04-11,21,break my heart,dua lipa,0.0,english,505.0,0.0,5116888.0,14.0,1101.0,85.0
1321,2020,2020-04-11,22,i hope,gabby barrett,0.0,english,471.0,0.0,1679582.0,156.0,2546.0,24.0
1322,2020,2020-04-11,23,believe it,partynextdoor,0.0,english,387.0,0.0,5176368.0,13.0,400.0,261.0
1323,2020,2020-04-11,24,ballin,dj mustard,0.0,english,577.0,5.0,3591196.0,33.0,3152.0,17.0
1324,2020,2020-04-11,25,falling,trevor daniel,0.0,english,328.0,0.0,6878662.0,19.0,2026.0,48.0
1325,2020,2020-04-11,26,ritmo bad boys for life,black eyed peas,0.0,english,600.0,281.0,,,,
1326,2020,2020-04-11,27,stupid love,lady gaga,0.0,english,335.0,0.0,1899768.0,131.0,3144.0,18.0
1327,2020,2020-04-11,28,10000 hours,dan and shay,0.0,english,319.0,0.0,2683942.0,56.0,2267.0,34.0
1328,2020,2020-04-11,29,bop,dababy,0.0,english,708.0,0.0,3235174.0,41.0,2866.0,22.0
1329,2020,2020-04-11,30,heart on ice,rod wave,0.0,english,262.0,0.0,2427465.0,69.0,2576.0,38.0
1330,2020,2020-04-11,31,high fashion,roddy ricch,0.0,english,629.0,4.0,4997284.0,15.0,1455.0,70.0
1331,2020,2020-04-11,32,nobody but you,blake shelton,0.0,english,352.0,0.0,,,2479.0,30.0
1332,2020,2020-04-11,33,suicidal,ynw melly,0.0,english,442.0,0.0,7085990.0,29.0,,
1333,2020,2020-04-11,34,you should be sad,halsey,0.0,english,391.0,0.0,2556721.0,62.0,2529.0,25.0
1334,2020,2020-04-11,35,no guidance,chris brown,0.0,english,612.0,0.0,1756040.0,144.0,2184.0,40.0
1335,2020,2020-04-11,36,chasin you,morgan wallen,0.0,english,325.0,0.0,1929501.0,125.0,2213.0,37.0
1336,2020,2020-04-11,37,slow dance in a parking lot,jordan davis,0.0,english,277.0,0.0,,,,
1337,2020,2020-04-11,38,homesick,kane brown,0.0,english,274.0,0.0,,,1972.0,50.0
1338,2020,2020-04-11,39,roses,saint jhn,0.0,english,346.0,0.0,6173107.0,7.0,384.0,272.0
1339,2020,2020-04-11,40,catch,brett young,0.0,english,365.0,0.0,,,2571.0,23.0
1340,2020,2020-04-11,41,i love me,demi lovato,0.0,english,472.0,0.0,2046961.0,102.0,2515.0,26.0
1341,2020,2020-04-11,42,in your eyes,the weeknd,0.0,english,325.0,0.0,5624038.0,11.0,1288.0,75.0
1342,2020,2020-04-11,43,death bed,powfu,0.0,english,457.0,0.0,5520943.0,12.0,598.0,175.0
1343,2020,2020-04-11,44,more hearts than mine,ingrid andress,0.0,english,305.0,0.0,,,2185.0,39.0
1344,2020,2020-04-11,45,slide,her,0.0,english,560.0,6.0,,,3007.0,20.0
1345,2020,2020-04-11,46,woah,lil baby,0.0,english,664.0,1.0,2621048.0,60.0,1562.0,62.0
1346,2020,2020-04-11,47,godzilla,eminem,0.0,english,952.0,1.0,4195831.0,27.0,432.0,241.0
1347,2020,2020-04-11,48,best on earth,russ,0.0,english,485.0,0.0,,,3142.0,19.0
1348,2020,2020-04-11,49,whats poppin,jack harlow,0.0,english,529.0,2.0,6101909.0,8.0,451.0,234.0
1349,2020,2020-04-11,50,what she wants tonight,luke bryan,0.0,english,377.0,0.0,,,2505.0,29.0
1350,2020,2020-04-11,51,homemade,jake owen,0.0,english,281.0,0.0,,,2093.0,46.0
1351,2020,2020-04-11,52,sunday best,surfaces,0.0,english,236.0,0.0,4989146.0,17.0,1054.0,91.0
1352,2020,2020-04-11,53,yo perreo sola,bad bunny,1.0,spanish,397.0,397.0,2709424.0,52.0,,
1353,2020,2020-04-11,54,dior,pop smoke,0.0,english,472.0,0.0,1616744.0,167.0,748.0,137.0
1354,2020,2020-04-11,55,sum 2 prove,lil baby,0.0,english,901.0,1.0,2374472.0,71.0,1620.0,102.0
1355,2020,2020-04-11,56,beer cant fix,thomas rhett,0.0,english,336.0,0.0,,,2182.0,42.0
1356,2020,2020-04-11,57,walk em down,nle choppa,0.0,english,563.0,1.0,4813452.0,20.0,,
1357,2020,2020-04-11,58,i hope youre happy now,carly pearce,0.0,english,224.0,0.0,,,1656.0,57.0
1358,2020,2020-04-11,59,does to me,luke combs,0.0,english,384.0,0.0,,,1878.0,52.0
